tradeDate,TDREI,closeIndex,k,m,net_value,net_value1,opt_type,order,order1,p,rtn,rtn1,symbol,theta,type
2007-08-13,,,,,,1.2807582661928758,,,,,,,,,
2007-08-14,,,,,,1.2807582661928758,,,,,,,,,
2007-08-15,,,,,,1.2807582661928758,,,,,,,,,
2007-08-16,,,,,,1.2807582661928758,,,,,,,,,
2007-08-17,,,,,,1.2807582661928758,,,,,,,,,
2007-08-20,,,,,,1.2807582661928758,,,,,,,,,
2007-08-21,,,,,,1.2807582661928758,,,,,,,,,
2007-08-22,,,,,,1.2807582661928758,,,,,,,,,
2007-08-23,380.74074074074076,27600.0,,,1.310052638949855,1.310052638949855,,1.0,-1.0,,-0.023872679045092826,0.022872679045092825,ZN,,
2007-08-24,,,,,,1.310052638949855,,,,,,,,,
2007-08-27,,,,,,1.310052638949855,,,,,,,,,
2007-08-28,,,,,,1.310052638949855,,,,,,,,,
2007-08-29,,,,,,1.310052638949855,,,,,,,,,
2007-08-30,,,,,,1.310052638949855,,,,,,,,,
2007-08-31,,,,,,1.310052638949855,,,,,,,,,
2007-09-03,,,,,,1.310052638949855,,,,,,,,,
2007-09-04,,,,,,1.310052638949855,,,,,,,,,
2007-09-05,,,,,,1.310052638949855,,,,,,,,,
2007-09-06,,,,,,1.310052638949855,,,,,,,,,
2007-09-07,,,,,,1.310052638949855,,,,,,,,,
2007-09-10,,,,,,1.310052638949855,,,,,,,,,
2007-09-11,,,,,,1.310052638949855,,,,,,,,,
2007-09-12,,,,,,1.310052638949855,,,,,,,,,
2007-09-13,,,,,,1.310052638949855,,,,,,,,,
2007-09-14,,,,,,1.310052638949855,,,,,,,,,
2007-09-17,,,,,,1.310052638949855,,,,,,,,,
2007-09-18,,,,,,1.310052638949855,,,,,,,,,
2007-09-19,,,,,,1.310052638949855,,,,,,,,,
2007-09-20,,,,,,1.310052638949855,,,,,,,,,
2007-09-21,,,,,,1.310052638949855,,,,,,,,,
2007-09-24,,,,,,1.310052638949855,,,,,,,,,
2007-09-25,,,,,,1.310052638949855,,,,,,,,,
2007-09-26,,,,,,1.310052638949855,,,,,,,,,
2007-09-27,,,,,,1.310052638949855,,,,,,,,,
2007-09-28,,,,,,1.310052638949855,,,,,,,,,
2007-10-08,,,,,,1.310052638949855,,,,,,,,,
2007-10-09,-243.52331606217618,25920.0,,,1.2290002517661314,1.2290002517661314,,-1.0,1.0,,-0.060869565217391286,-0.06186956521739129,ZN,,
2007-10-10,,,,,,1.2290002517661314,,,,,,,,,
2007-10-11,,,,,,1.2290002517661314,,,,,,,,,
2007-10-12,,,,,,1.2290002517661314,,,,,,,,,
2007-10-15,274.468085106383,26850.0,,,1.183675177666275,1.183675177666275,,1.0,-1.0,,0.03587962962962954,-0.03687962962962954,ZN,,
2007-10-16,,,,,,1.183675177666275,,,,,,,,,
2007-10-17,,,,,,1.183675177666275,,,,,,,,,
2007-10-18,,,,,,1.183675177666275,,,,,,,,,
2007-10-19,,,,,,1.183675177666275,,,,,,,,,
2007-10-22,-194.38202247191012,25550.0,,,1.125181344910726,1.125181344910726,,-1.0,1.0,,-0.048417132216014847,-0.04941713221601485,ZN,,
2007-10-23,,,,,,1.125181344910726,,,,,,,,,
2007-10-24,,,,,,1.125181344910726,,,,,,,,,
2007-10-25,,,,,,1.125181344910726,,,,,,,,,
2007-10-26,,,,,,1.125181344910726,,,,,,,,,
2007-10-29,,,,,,1.125181344910726,,,,,,,,,
2007-10-30,,,,,,1.125181344910726,,,,,,,,,
2007-10-31,,,,,,1.125181344910726,,,,,,,,,
2007-11-01,,,,,,1.125181344910726,,,,,,,,,
2007-11-02,,,,,,1.125181344910726,,,,,,,,,
2007-11-05,,,,,,1.125181344910726,,,,,,,,,
2007-11-06,,,,,,1.125181344910726,,,,,,,,,
2007-11-07,,,,,,1.125181344910726,,,,,,,,,
2007-11-08,,,,,,1.125181344910726,,,,,,,,,
2007-11-09,,,,,,1.125181344910726,,,,,,,,,
2007-11-12,,,,,,1.125181344910726,,,,,,,,,
2007-11-13,,,,,,1.125181344910726,,,,,,,,,
2007-11-14,,,,,,1.125181344910726,,,,,,,,,
2007-11-15,,,,,,1.125181344910726,,,,,,,,,
2007-11-16,,,,,,1.125181344910726,,,,,,,,,
2007-11-19,,,,,,1.125181344910726,,,,,,,,,
2007-11-20,,,,,,1.125181344910726,,,,,,,,,
2007-11-21,,,,,,1.125181344910726,,,,,,,,,
2007-11-22,,,,,,1.125181344910726,,,,,,,,,
2007-11-23,,,,,,1.125181344910726,,,,,,,,,
2007-11-26,,,,,,1.125181344910726,,,,,,,,,
2007-11-27,,,,,,1.125181344910726,,,,,,,,,
2007-11-28,,,,,,1.125181344910726,,,,,,,,,
2007-11-29,,,,,,1.125181344910726,,,,,,,,,
2007-11-30,,,,,,1.125181344910726,,,,,,,,,
2007-12-03,,,,,,1.125181344910726,,,,,,,,,
2007-12-04,,,,,,1.125181344910726,,,,,,,,,
2007-12-05,,,,,,1.125181344910726,,,,,,,,,
2007-12-06,,,,,,1.125181344910726,,,,,,,,,
2007-12-07,,,,,,1.125181344910726,,,,,,,,,
2007-12-10,,,,,,1.125181344910726,,,,,,,,,
2007-12-11,,,,,,1.125181344910726,,,,,,,,,
2007-12-12,,,,,,1.125181344910726,,,,,,,,,
2007-12-13,,,,,,1.125181344910726,,,,,,,,,
2007-12-14,,,,,,1.125181344910726,,,,,,,,,
2007-12-17,,,,,,1.125181344910726,,,,,,,,,
2007-12-18,,,,,,1.125181344910726,,,,,,,,,
2007-12-19,,,,,,1.125181344910726,,,,,,,,,
2007-12-20,,,,,,1.125181344910726,,,,,,,,,
2007-12-21,,,,,,1.125181344910726,,,,,,,,,
2007-12-24,,,,,,1.125181344910726,,,,,,,,,
2007-12-25,,,,,,1.125181344910726,,,,,,,,,
2007-12-26,,,,,,1.125181344910726,,,,,,,,,
2007-12-27,,,,,,1.125181344910726,,,,,,,,,
2007-12-28,,,,,,1.125181344910726,,,,,,,,,
2008-01-02,,,,,,1.125181344910726,,,,,,,,,
2008-01-03,,,,,,1.125181344910726,,,,,,,,,
2008-01-04,,,,,,1.125181344910726,,,,,,,,,
2008-01-07,,,,,,1.125181344910726,,,,,,,,,
2008-01-08,,,,,,1.125181344910726,,,,,,,,,
2008-01-09,,,,,,1.125181344910726,,,,,,,,,
2008-01-10,,,,,,1.125181344910726,,,,,,,,,
2008-01-11,,,,,,1.125181344910726,,,,,,,,,
2008-01-14,,,,,,1.125181344910726,,,,,,,,,
2008-01-15,,,,,,1.125181344910726,,,,,,,,,
2008-01-16,,,,,,1.125181344910726,,,,,,,,,
2008-01-17,,,,,,1.125181344910726,,,,,,,,,
2008-01-18,,,,,,1.125181344910726,,,,,,,,,
2008-01-21,,,,,,1.125181344910726,,,,,,,,,
2008-01-22,,,,,,1.125181344910726,,,,,,,,,
2008-01-23,,,,,,1.125181344910726,,,,,,,,,
2008-01-24,,,,,,1.125181344910726,,,,,,,,,
2008-01-25,,,,,,1.125181344910726,,,,,,,,,
2008-01-28,,,,,,1.125181344910726,,,,,,,,,
2008-01-29,,,,,,1.125181344910726,,,,,,,,,
2008-01-30,,,,,,1.125181344910726,,,,,,,,,
2008-01-31,,,,,,1.125181344910726,,,,,,,,,
2008-02-01,,,,,,1.125181344910726,,,,,,,,,
2008-02-04,,,,,,1.125181344910726,,,,,,,,,
2008-02-05,,,,,,1.125181344910726,,,,,,,,,
2008-02-13,,,,,,1.125181344910726,,,,,,,,,
2008-02-14,,,,,,1.125181344910726,,,,,,,,,
2008-02-15,,,,,,1.125181344910726,,,,,,,,,
2008-02-18,,,,,,1.125181344910726,,,,,,,,,
2008-02-19,,,,,,1.125181344910726,,,,,,,,,
2008-02-20,,,,,,1.125181344910726,,,,,,,,,
2008-02-21,,,,,,1.125181344910726,,,,,,,,,
2008-02-22,,,,,,1.125181344910726,,,,,,,,,
2008-02-25,,,,,,1.125181344910726,,,,,,,,,
2008-02-26,,,,,,1.125181344910726,,,,,,,,,
2008-02-27,,,,,,1.125181344910726,,,,,,,,,
2008-02-28,,,,,,1.125181344910726,,,,,,,,,
2008-02-29,,,,,,1.125181344910726,,,,,,,,,
2008-03-03,,,,,,1.125181344910726,,,,,,,,,
2008-03-04,,,,,,1.125181344910726,,,,,,,,,
2008-03-05,,,,,,1.125181344910726,,,,,,,,,
2008-03-06,,,,,,1.125181344910726,,,,,,,,,
2008-03-07,,,,,,1.125181344910726,,,,,,,,,
2008-03-10,,,,,,1.125181344910726,,,,,,,,,
2008-03-11,,,,,,1.125181344910726,,,,,,,,,
2008-03-12,,,,,,1.125181344910726,,,,,,,,,
2008-03-13,,,,,,1.125181344910726,,,,,,,,,
2008-03-14,,,,,,1.125181344910726,,,,,,,,,
2008-03-17,,,,,,1.125181344910726,,,,,,,,,
2008-03-18,,,,,,1.125181344910726,,,,,,,,,
2008-03-19,,,,,,1.125181344910726,,,,,,,,,
2008-03-20,,,,,,1.125181344910726,,,,,,,,,
2008-03-21,,,,,,1.125181344910726,,,,,,,,,
2008-03-24,,,,,,1.125181344910726,,,,,,,,,
2008-03-25,,,,,,1.125181344910726,,,,,,,,,
2008-03-26,,,,,,1.125181344910726,,,,,,,,,
2008-03-27,,,,,,1.125181344910726,,,,,,,,,
2008-03-28,,,,,,1.125181344910726,,,,,,,,,
2008-03-31,,,,,,1.125181344910726,,,,,,,,,
2008-04-01,,,,,,1.125181344910726,,,,,,,,,
2008-04-02,,,,,,1.125181344910726,,,,,,,,,
2008-04-03,,,,,,1.125181344910726,,,,,,,,,
2008-04-07,,,,,,1.125181344910726,,,,,,,,,
2008-04-08,,,,,,1.125181344910726,,,,,,,,,
2008-04-09,,,,,,1.125181344910726,,,,,,,,,
2008-04-10,,,,,,1.125181344910726,,,,,,,,,
2008-04-11,,,,,,1.125181344910726,,,,,,,,,
2008-04-14,,,,,,1.125181344910726,,,,,,,,,
2008-04-15,,,,,,1.125181344910726,,,,,,,,,
2008-04-16,,,,,,1.125181344910726,,,,,,,,,
2008-04-17,,,,,,1.125181344910726,,,,,,,,,
2008-04-18,,,,,,1.125181344910726,,,,,,,,,
2008-04-21,,,,,,1.125181344910726,,,,,,,,,
2008-04-22,,,,,,1.125181344910726,,,,,,,,,
2008-04-23,,,,,,1.125181344910726,,,,,,,,,
2008-04-24,,,,,,1.125181344910726,,,,,,,,,
2008-04-25,,,,,,1.125181344910726,,,,,,,,,
2008-04-28,223.52941176470588,18590.0,,,1.4305634888330816,1.4305634888330816,,1.0,-1.0,,-0.27240704500978474,0.27140704500978474,ZN,,
2008-04-29,,,,,,1.4305634888330816,,,,,,,,,
2008-04-30,,,,,,1.4305634888330816,,,,,,,,,
2008-05-05,,,,,,1.4305634888330816,,,,,,,,,
2008-05-06,,,,,,1.4305634888330816,,,,,,,,,
2008-05-07,,,,,,1.4305634888330816,,,,,,,,,
2008-05-08,,,,,,1.4305634888330816,,,,,,,,,
2008-05-09,,,,,,1.4305634888330816,,,,,,,,,
2008-05-12,,,,,,1.4305634888330816,,,,,,,,,
2008-05-13,,,,,,1.4305634888330816,,,,,,,,,
2008-05-14,,,,,,1.4305634888330816,,,,,,,,,
2008-05-15,,,,,,1.4305634888330816,,,,,,,,,
2008-05-16,,,,,,1.4305634888330816,,,,,,,,,
2008-05-19,,,,,,1.4305634888330816,,,,,,,,,
2008-05-20,,,,,,1.4305634888330816,,,,,,,,,
2008-05-21,,,,,,1.4305634888330816,,,,,,,,,
2008-05-22,,,,,,1.4305634888330816,,,,,,,,,
2008-05-23,-320.6106870229008,17795.0,,,1.367954981631376,1.367954981631376,,-1.0,1.0,,-0.04276492738031201,-0.04376492738031201,ZN,,
2008-05-26,,,,,,1.367954981631376,,,,,,,,,
2008-05-27,,,,,,1.367954981631376,,,,,,,,,
2008-05-28,,,,,,1.367954981631376,,,,,,,,,
2008-05-29,,,,,,1.367954981631376,,,,,,,,,
2008-05-30,,,,,,1.367954981631376,,,,,,,,,
2008-06-02,,,,,,1.367954981631376,,,,,,,,,
2008-06-03,,,,,,1.367954981631376,,,,,,,,,
2008-06-04,,,,,,1.367954981631376,,,,,,,,,
2008-06-05,,,,,,1.367954981631376,,,,,,,,,
2008-06-06,,,,,,1.367954981631376,,,,,,,,,
2008-06-10,,,,,,1.367954981631376,,,,,,,,,
2008-06-11,,,,,,1.367954981631376,,,,,,,,,
2008-06-12,,,,,,1.367954981631376,,,,,,,,,
2008-06-13,,,,,,1.367954981631376,,,,,,,,,
2008-06-16,,,,,,1.367954981631376,,,,,,,,,
2008-06-17,,,,,,1.367954981631376,,,,,,,,,
2008-06-18,,,,,,1.367954981631376,,,,,,,,,
2008-06-19,190.5982905982906,16190.0,,,1.4899681868362216,1.4899681868362216,,1.0,-1.0,,-0.09019387468389994,0.08919387468389994,ZN,,
2008-06-20,,,,,,1.4899681868362216,,,,,,,,,
2008-06-23,,,,,,1.4899681868362216,,,,,,,,,
2008-06-24,,,,,,1.4899681868362216,,,,,,,,,
2008-06-25,,,,,,1.4899681868362216,,,,,,,,,
2008-06-26,,,,,,1.4899681868362216,,,,,,,,,
2008-06-27,,,,,,1.4899681868362216,,,,,,,,,
2008-06-30,,,,,,1.4899681868362216,,,,,,,,,
2008-07-01,,,,,,1.4899681868362216,,,,,,,,,
2008-07-02,,,,,,1.4899681868362216,,,,,,,,,
2008-07-03,-206.25,15465.0,,,1.4217563572870469,1.4217563572870469,,-1.0,1.0,,-0.04478072884496598,-0.04578072884496598,ZN,,
2008-07-04,,,,,,1.4217563572870469,,,,,,,,,
2008-07-07,,,,,,1.4217563572870469,,,,,,,,,
2008-07-08,,,,,,1.4217563572870469,,,,,,,,,
2008-07-09,,,,,,1.4217563572870469,,,,,,,,,
2008-07-10,,,,,,1.4217563572870469,,,,,,,,,
2008-07-11,,,,,,1.4217563572870469,,,,,,,,,
2008-07-14,,,,,,1.4217563572870469,,,,,,,,,
2008-07-15,,,,,,1.4217563572870469,,,,,,,,,
2008-07-16,,,,,,1.4217563572870469,,,,,,,,,
2008-07-17,,,,,,1.4217563572870469,,,,,,,,,
2008-07-18,,,,,,1.4217563572870469,,,,,,,,,
2008-07-21,,,,,,1.4217563572870469,,,,,,,,,
2008-07-22,,,,,,1.4217563572870469,,,,,,,,,
2008-07-23,,,,,,1.4217563572870469,,,,,,,,,
2008-07-24,,,,,,1.4217563572870469,,,,,,,,,
2008-07-25,,,,,,1.4217563572870469,,,,,,,,,
2008-07-28,,,,,,1.4217563572870469,,,,,,,,,
2008-07-29,,,,,,1.4217563572870469,,,,,,,,,
2008-07-30,,,,,,1.4217563572870469,,,,,,,,,
2008-07-31,,,,,,1.4217563572870469,,,,,,,,,
2008-08-01,,,,,,1.4217563572870469,,,,,,,,,
2008-08-04,,,,,,1.4217563572870469,,,,,,,,,
2008-08-05,,,,,,1.4217563572870469,,,,,,,,,
2008-08-06,,,,,,1.4217563572870469,,,,,,,,,
2008-08-07,,,,,,1.4217563572870469,,,,,,,,,
2008-08-08,,,,,,1.4217563572870469,,,,,,,,,
2008-08-11,,,,,,1.4217563572870469,,,,,,,,,
2008-08-12,,,,,,1.4217563572870469,,,,,,,,,
2008-08-13,,,,,,1.4217563572870469,,,,,,,,,
2008-08-14,,,,,,1.4217563572870469,,,,,,,,,
2008-08-15,,,,,,1.4217563572870469,,,,,,,,,
2008-08-18,,,,,,1.4217563572870469,,,,,,,,,
2008-08-19,,,,,,1.4217563572870469,,,,,,,,,
2008-08-20,,,,,,1.4217563572870469,,,,,,,,,
2008-08-21,238.0434782608696,14110.0,,,1.5449049122213179,1.5449049122213179,,1.0,-1.0,,-0.08761720012932428,0.08661720012932428,ZN,,
2008-08-22,,,,,,1.5449049122213179,,,,,,,,,
2008-08-25,,,,,,1.5449049122213179,,,,,,,,,
2008-08-26,,,,,,1.5449049122213179,,,,,,,,,
2008-08-27,,,,,,1.5449049122213179,,,,,,,,,
2008-08-28,,,,,,1.5449049122213179,,,,,,,,,
2008-08-29,,,,,,1.5449049122213179,,,,,,,,,
2008-09-01,,,,,,1.5449049122213179,,,,,,,,,
2008-09-02,,,,,,1.5449049122213179,,,,,,,,,
2008-09-03,,,,,,1.5449049122213179,,,,,,,,,
2008-09-04,,,,,,1.5449049122213179,,,,,,,,,
2008-09-05,,,,,,1.5449049122213179,,,,,,,,,
2008-09-08,,,,,,1.5449049122213179,,,,,,,,,
2008-09-09,,,,,,1.5449049122213179,,,,,,,,,
2008-09-10,,,,,,1.5449049122213179,,,,,,,,,
2008-09-11,,,,,,1.5449049122213179,,,,,,,,,
2008-09-12,,,,,,1.5449049122213179,,,,,,,,,
2008-09-16,,,,,,1.5449049122213179,,,,,,,,,
2008-09-17,,,,,,1.5449049122213179,,,,,,,,,
2008-09-18,,,,,,1.5449049122213179,,,,,,,,,
2008-09-19,,,,,,1.5449049122213179,,,,,,,,,
2008-09-22,,,,,,1.5449049122213179,,,,,,,,,
2008-09-23,,,,,,1.5449049122213179,,,,,,,,,
2008-09-24,,,,,,1.5449049122213179,,,,,,,,,
2008-09-25,,,,,,1.5449049122213179,,,,,,,,,
2008-09-26,,,,,,1.5449049122213179,,,,,,,,,
2008-10-06,,,,,,1.5449049122213179,,,,,,,,,
2008-10-07,,,,,,1.5449049122213179,,,,,,,,,
2008-10-08,,,,,,1.5449049122213179,,,,,,,,,
2008-10-09,,,,,,1.5449049122213179,,,,,,,,,
2008-10-10,,,,,,1.5449049122213179,,,,,,,,,
2008-10-13,,,,,,1.5449049122213179,,,,,,,,,
2008-10-14,,,,,,1.5449049122213179,,,,,,,,,
2008-10-15,,,,,,1.5449049122213179,,,,,,,,,
2008-10-16,,,,,,1.5449049122213179,,,,,,,,,
2008-10-17,,,,,,1.5449049122213179,,,,,,,,,
2008-10-20,,,,,,1.5449049122213179,,,,,,,,,
2008-10-21,,,,,,1.5449049122213179,,,,,,,,,
2008-10-22,,,,,,1.5449049122213179,,,,,,,,,
2008-10-23,,,,,,1.5449049122213179,,,,,,,,,
2008-10-24,,,,,,1.5449049122213179,,,,,,,,,
2008-10-27,,,,,,1.5449049122213179,,,,,,,,,
2008-10-28,,,,,,1.5449049122213179,,,,,,,,,
2008-10-29,,,,,,1.5449049122213179,,,,,,,,,
2008-10-30,,,,,,1.5449049122213179,,,,,,,,,
2008-10-31,,,,,,1.5449049122213179,,,,,,,,,
2008-11-03,,,,,,1.5449049122213179,,,,,,,,,
2008-11-04,,,,,,1.5449049122213179,,,,,,,,,
2008-11-05,,,,,,1.5449049122213179,,,,,,,,,
2008-11-06,,,,,,1.5449049122213179,,,,,,,,,
2008-11-07,,,,,,1.5449049122213179,,,,,,,,,
2008-11-10,,,,,,1.5449049122213179,,,,,,,,,
2008-11-11,,,,,,1.5449049122213179,,,,,,,,,
2008-11-12,,,,,,1.5449049122213179,,,,,,,,,
2008-11-13,,,,,,1.5449049122213179,,,,,,,,,
2008-11-14,,,,,,1.5449049122213179,,,,,,,,,
2008-11-17,,,,,,1.5449049122213179,,,,,,,,,
2008-11-18,,,,,,1.5449049122213179,,,,,,,,,
2008-11-19,,,,,,1.5449049122213179,,,,,,,,,
2008-11-20,-352.38095238095235,9270.0,,,1.0134280600978152,1.0134280600978152,,-1.0,1.0,,-0.3430191353649894,-0.3440191353649894,ZN,,
2008-11-21,,,,,,1.0134280600978152,,,,,,,,,
2008-11-24,,,,,,1.0134280600978152,,,,,,,,,
2008-11-25,,,,,,1.0134280600978152,,,,,,,,,
2008-11-26,,,,,,1.0134280600978152,,,,,,,,,
2008-11-27,258.8235294117647,9710.0,,,0.964312329293053,0.964312329293053,,1.0,-1.0,,0.04746494066882412,-0.04846494066882412,ZN,,
2008-11-28,,,,,,0.964312329293053,,,,,,,,,
2008-12-01,,,,,,0.964312329293053,,,,,,,,,
2008-12-02,,,,,,0.964312329293053,,,,,,,,,
2008-12-03,,,,,,0.964312329293053,,,,,,,,,
2008-12-04,,,,,,0.964312329293053,,,,,,,,,
2008-12-05,,,,,,0.964312329293053,,,,,,,,,
2008-12-08,,,,,,0.964312329293053,,,,,,,,,
2008-12-09,,,,,,0.964312329293053,,,,,,,,,
2008-12-10,,,,,,0.964312329293053,,,,,,,,,
2008-12-11,,,,,,0.964312329293053,,,,,,,,,
2008-12-12,,,,,,0.964312329293053,,,,,,,,,
2008-12-15,,,,,,0.964312329293053,,,,,,,,,
2008-12-16,,,,,,0.964312329293053,,,,,,,,,
2008-12-17,,,,,,0.964312329293053,,,,,,,,,
2008-12-18,,,,,,0.964312329293053,,,,,,,,,
2008-12-19,,,,,,0.964312329293053,,,,,,,,,
2008-12-22,,,,,,0.964312329293053,,,,,,,,,
2008-12-23,,,,,,0.964312329293053,,,,,,,,,
2008-12-24,,,,,,0.964312329293053,,,,,,,,,
2008-12-25,,,,,,0.964312329293053,,,,,,,,,
2008-12-26,,,,,,0.964312329293053,,,,,,,,,
2008-12-29,,,,,,0.964312329293053,,,,,,,,,
2008-12-30,,,,,,0.964312329293053,,,,,,,,,
2008-12-31,,,,,,0.964312329293053,,,,,,,,,
2009-01-05,,,,,,0.964312329293053,,,,,,,,,
2009-01-06,,,,,,0.964312329293053,,,,,,,,,
2009-01-07,,,,,,0.964312329293053,,,,,,,,,
2009-01-08,,,,,,0.964312329293053,,,,,,,,,
2009-01-09,,,,,,0.964312329293053,,,,,,,,,
2009-01-12,,,,,,0.964312329293053,,,,,,,,,
2009-01-13,,,,,,0.964312329293053,,,,,,,,,
2009-01-14,,,,,,0.964312329293053,,,,,,,,,
2009-01-15,,,,,,0.964312329293053,,,,,,,,,
2009-01-16,,,,,,0.964312329293053,,,,,,,,,
2009-01-19,,,,,,0.964312329293053,,,,,,,,,
2009-01-20,-185.29411764705884,10745.0,,,1.0661351704980864,1.0661351704980864,,-1.0,1.0,,0.1065911431513904,0.1055911431513904,ZN,,
2009-01-21,,,,,,1.0661351704980864,,,,,,,,,
2009-01-22,,,,,,1.0661351704980864,,,,,,,,,
